Unnamed: 0,Title,Author,Published,Link
465,"Spatial, temporal, and demographic patterns in prevalence of smoking tobacco use and attributable disease burden in 204 countries and territories, 1990-2019: a systematic analysis from the Global Burden of Disease Study 2019",,19-Jun-21,https://pureportal.coventry.ac.uk/en/publications/spatial-temporal-and-demographic-patterns-in-prevalence-of-smokin
466,Sports medicine: Bespoke player management,"Clark, C. C. T.",1-Jan-21,https://pureportal.coventry.ac.uk/en/publications/sports-medicine-bespoke-player-management
467,Standardised pomegranate peel extract lavage prevents postoperative peritoneal adhesion by regulating TGF-β and VEGF levels,"Clark, C. C. T.",Jun-21,https://pureportal.coventry.ac.uk/en/publications/standardised-pomegranate-peel-extract-lavage-prevents-postoperati
468,Statin use and new-onset of inflammatory bowel disease: A systematic review and meta-analysis of over ten million participants,"Clark, C.",15-Jan-21,https://pureportal.coventry.ac.uk/en/publications/statin-use-and-new-onset-of-inflammatory-bowel-disease-a-systemat
469,Technology-based methods for the assessment of fine and gross motor skill in children: A systematic overview of available solutions and future steps for effective in-field use,"Clark, C. C. T.",3-Jun-21,https://pureportal.coventry.ac.uk/en/publications/technology-based-methods-for-the-assessment-of-fine-and-gross-mot
470,"The 24-h Movement Compositions in Weekday, Weekend Day or Four-Day Periods Differentially Associate with Fundamental Movement Skills","Duncan, M.",Oct-21,https://pureportal.coventry.ac.uk/en/publications/the-24-h-movement-compositions-in-weekday-weekend-day-or-four-day
471,The acute effects of continuous and intermittent cycling on executive function in children,"Martins, R. M. G.",1-Jul-21,https://pureportal.coventry.ac.uk/en/publications/the-acute-effects-of-continuous-and-intermittent-cycling-on-execu
472,"The association between carotenoid intake, mental health, and sleep quality among university students","Clark, C. C. T.",19-Jun-21,https://pureportal.coventry.ac.uk/en/publications/the-association-between-carotenoid-intake-mental-health-and-sleep
473,The association between meal specific low carbohydrate diet score and cardiometabolic risk factors: a cross sectional study of Iranian adults,"Clark, C. C. T.",Dec-21,https://pureportal.coventry.ac.uk/en/publications/the-association-between-meal-specific-low-carbohydrate-diet-score
474,The association between plant-based diet indices and metabolic syndrome in Iranian older adults,"Clark, C.",Dec-21,https://pureportal.coventry.ac.uk/en/publications/the-association-between-plant-based-diet-indices-and-metabolic-sy
475,The association between serum homocysteine and depression: a systematic review and meta-analysis of observational studies,"Clark, C. C. T.",May-21,https://pureportal.coventry.ac.uk/en/publications/the-association-between-serum-homocysteine-and-depression-a-syste
476,The burden of chronic respiratory diseases in adults in Nepal: A systematic review,"Kurmi, O.",2021,https://pureportal.coventry.ac.uk/en/publications/the-burden-of-chronic-respiratory-diseases-in-adults-in-nepal-a-s
477,"The combination of three movement behaviours is associated with object control skills, but not locomotor skills, in preschoolers","Clark, C.",May-21,https://pureportal.coventry.ac.uk/en/publications/the-combination-of-three-movement-behaviours-is-associated-with-o
478,The effect of a daytime 60-min nap opportunity on postural control in highly active individuals,"Clark, C. C. T.",28-Feb-21,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-a-daytime-60-min-nap-opportunity-on-postural-contro
479,The effect of apple cider vinegar on lipid profiles and glycemic parameters: a systematic review and meta-analysis of randomized clinical trials,"Clark, C. C. T.",29-Jun-21,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-apple-cider-vinegar-on-lipid-profiles-and-glycemic-
480,The effect of dietary total antioxidant capacity (DTAC) and Caveolin-1 gene variant interaction on cardiovascular risk factors among overweight and obese women: A cross-sectional investigation,"Clark, C. C. T.",Aug-21,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-dietary-total-antioxidant-capacity-dtac-and-caveoli
481,The effect of meal frequency on biochemical cardiometabolic factors: A systematic review and meta-analysis of randomized controlled trials,"Clark, C. C. T.",May-21,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-meal-frequency-on-biochemical-cardiometabolic-facto
482,"The effect of probiotics, parabiotics, synbiotics, fermented foods and other microbial forms on immunoglobulin production: a systematic review and meta-analysis of clinical trials","Clark, C. C. T.",2021,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-probiotics-parabiotics-synbiotics-fermented-foods-a
483,The effect of red pepper/capsaicin on blood pressure and heart rate: A systematic review and meta-analysis of clinical trials,"Clark, C. C. T.",Nov-21,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-red-peppercapsaicin-on-blood-pressure-and-heart-rat
484,The effect of saffron supplementation on blood pressure in adults: A systematic review and dose-response meta-analysis of randomized controlled trials,"Clark, C. C. T.",9-Aug-21,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-saffron-supplementation-on-blood-pressure-in-adults
485,The effect of soya consumption on inflammatory biomarkers: A systematic review and meta-analysis of clinical trials,"Clark, C. C. T.",14-Apr-21,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-soya-consumption-on-inflammatory-biomarkers-a-syste
486,The effect of spirulina on type 2 diabetes: a systematic review and meta-analysis,"Clark, C. C. T.",Jun-21,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-spirulina-on-type-2-diabetes-a-systematic-review-an
487,"The effects of artificial- and stevia-based sweeteners on lipid profile in adults: a GRADE-assessed systematic review, meta-analysis, and meta-regression of randomized clinical trials","Clark, C. C. T.",9-Dec-21,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-artificial-and-stevia-based-sweeteners-on-lipid-pr
488,The effects of Cynara scolymus L. supplementation on liver enzymes: A systematic review and meta-analysis,"Clark, C. C. T.",Nov-21,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-cynara-scolymus-l-supplementation-on-liver-enzymes
489,The Effects of Eccentric and Plyometric Training Programs and Their Combination on Stability and the Functional Performance in the Post-ACL-Surgical Rehabilitation Period of Elite Female Athletes,"Clark, C. C. T.",2-Jul-21,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-eccentric-and-plyometric-training-programs-and-the
490,The effects of exercise difficulty and time-of-day on the perception of the task and soccer performance in child soccer players,"Clark, C. C. T.",10-Sep-21,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-exercise-difficulty-and-time-of-day-on-the-percept
491,The effects of exercise training on plasma volume variations: A systematic review,"Clark, C. C. T.",12-Oct-21,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-exercise-training-on-plasma-volume-variations-a-sy
492,The effects of hesperidin supplementation or orange juice consumption on anthropometric measures in adults: A meta-analysis of randomized controlled clinical trials,"Clark, C. C. T.",1-Jun-21,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-hesperidin-supplementation-or-orange-juice-consump
493,The effects of household air pollution (Hap) on lung function in children: A systematic review,"Kurmi, O. P.",15-Nov-21,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-household-air-pollution-hap-on-lung-function-in-ch
494,The Effects of Manipulating Task Difficulty and Feedback Frequency on Children's Dart Throwing Accuracy and Consistency,"Clark, C. C. T.",Dec-21,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-manipulating-task-difficulty-and-feedback-frequenc
495,The effects of Ramadan intermittent fasting on sleep-wake behaviour and daytime sleepiness in team sport referees,"Clark, C. C. T.",2-Nov-21,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-ramadan-intermittent-fasting-on-sleep-wake-behavio
496,"The effects of resveratrol supplementation on PPARα, p16, p53, p21 gene expressions, and sCD163/sTWEAK ratio in patients with type 2 diabetes mellitus: A double-blind controlled randomized trial","Clark, C. C. T.",Jun-21,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-resveratrol-supplementation-on-ppar%CE%B1-p16-p53-p21-g
497,"The Effects of Spirulina (Arthrospira platensis) Supplementation on Anthropometric Indices, Blood Pressure, Sleep Quality, Mental Health, Fatigue Status, and Quality of Life in Patients with Ulcerative Colitis: A randomised, double-blinded, placebo-controlled trial","Clark, C. C. T.",Oct-21,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-spirulina-arthrospira-platensis-supplementation-on
498,The interaction between the dietary inflammatory index and MC4R gene variants on cardiovascular risk factors,"Clark, C.",Feb-21,https://pureportal.coventry.ac.uk/en/publications/the-interaction-between-the-dietary-inflammatory-index-and-mc4r-g
499,"The interaction of aging with serum 25(OH)D and 1,25(OH)2 D status on muscle strength","Clark, C. C. T.",Oct-21,https://pureportal.coventry.ac.uk/en/publications/the-interaction-of-aging-with-serum-25ohd-and-125oh2-d-status-on-
500,The lack of association between dietary antioxidant quality score with handgrip strength and handgrip endurance amongst Tehranian adults: a cross-sectional study from a Middle East country,"Clark, C. C. T.",Apr-21,https://pureportal.coventry.ac.uk/en/publications/the-lack-of-association-between-dietary-antioxidant-quality-score
501,The mechanism of physical activity-induced amelioration of Parkinson's disease: A narrative review,"Clark, C. C. T.",1-Feb-21,https://pureportal.coventry.ac.uk/en/publications/the-mechanism-of-physical-activity-induced-amelioration-of-parkin
502,The mediatory role of inflammatory markers on the relationship between dietary energy density and body composition among obese and overweight adult women: A cross-sectional study,"Clark, C. C. T.",Oct-21,https://pureportal.coventry.ac.uk/en/publications/the-mediatory-role-of-inflammatory-markers-on-the-relationship-be
503,The power of light in medicine - challenges and opportunities in vascular optics,"Allen, J.",1-Apr-21,https://pureportal.coventry.ac.uk/en/publications/the-power-of-light-in-medicine-challenges-and-opportunities-in-va
504,The relationship between Dietary approaches to stop hypertension diet adherence and inflammatory factors and insulin resistance in overweight and obese women: A cross-sectional study,"C T Clark, C.",Dec-21,https://pureportal.coventry.ac.uk/en/publications/the-relationship-between-dietary-approaches-to-stop-hypertension-
505,The relationship between major dietary patterns and fertility status in iranian men: a case–control study,"Clark, C. C. T.",22-Sep-21,https://pureportal.coventry.ac.uk/en/publications/the-relationship-between-major-dietary-patterns-and-fertility-sta
506,The striking need for age diverse pulse oximeter databases,"Allen, J.",1-Dec-21,https://pureportal.coventry.ac.uk/en/publications/the-striking-need-for-age-diverse-pulse-oximeter-databases
507,"Uncertainty, Anxiety and Isolation: Experiencing the COVID-19 Pandemic and Lockdown as a Woman with Polycystic Ovary Syndrome (PCOS)","McGregor, G.",25-Sep-21,https://pureportal.coventry.ac.uk/en/publications/uncertainty-anxiety-and-isolation-experiencing-the-covid-19-pande
508,Understanding and Predicting the Burst of Burnout via Social Media,"Wang, J.",5-Jan-21,https://pureportal.coventry.ac.uk/en/publications/understanding-and-predicting-the-burst-of-burnout-via-social-medi
509,"Unmet supportive care needs of breast, colorectal and testicular cancer survivors in the first 8 months post primary treatment: A prospective longitudinal survey","Turner, A.",Nov-21,https://pureportal.coventry.ac.uk/en/publications/unmet-supportive-care-needs-of-breast-colorectal-and-testicular-c
510,Variants of the cry 1 gene may influence the effect of fat intake on resting metabolic rate in women with overweight of obesity: a cross-sectional study,"Clark, C. C. T.",Dec-21,https://pureportal.coventry.ac.uk/en/publications/variants-of-the-cry-1-gene-may-influence-the-effect-of-fat-intake
511,Vitamin C reduces interleukin-6 plasma concentration: a systematic review and meta-analysis of randomized clinical trials ,"Clark, C.",Dec-21,https://pureportal.coventry.ac.uk/en/publications/vitamin-c-reduces-interleukin-6-plasma-concentration-a-systematic
